"expName,""date"",""participant"",""block"",""word_duration"",""SOA"",""trial"",""type"",""trialRT"",""word1"",""word2"",""word3"",""word4"",""w1"",""w2"",""w3"",""w4"",""error"",""score"",""comment"",""coder"""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,0,0.2,0.6,23,""arm"",13.3998821762,""grasp"",""cut"",""shake"",""chop"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,0,0.2,0.6,24,""leg"",9.64379599652,""slip"",""tiptoe"",""traipse"",""run"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,0,0.2,0.6,25,""leg"",12.2937336866,""slither"",""hop"",""ramble"",""jump"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,0,0.2,0.6,26,""leg"",82.5488506451,""flee"",""climb"",""roam"",""sprint"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,0,0.2,0.6,27,""arm"",12.7800421036,""pull"",""claw"",""scratch"",""stir"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,0,""arm"",18.7508702445,""rub"",""clutch"",""whip"",""chop"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,1,""leg"",18.0462693479,""pace"",""stray"",""slide"",""inch"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,2,""leg"",14.1887942541,""creep"",""glide"",""sway"",""hike"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,3,""arm"",30.1383963321,""scratch"",""grip"",""polish"",""stir"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,4,""arm"",8.85608191243,""claw"",""scrub"",""switch"",""twine"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,5,""leg"",13.333915867,""ramble"",""limp"",""climb"",""tread"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,6,""arm"",21.7024372377,""braid"",""tug"",""punch"",""squeeze"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,7,""arm"",35.3369179635,""seize"",""clap"",""shake"",""wash"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,8,""leg"",6.13859428551,""wade"",""sprint"",""flit"",""kneel"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,9,""arm"",9.27500318069,""skim"",""grab"",""grate"",""pull"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,10,""leg"",6.77547099883,""jump"",""plod"",""kick"",""walk"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,11,""arm"",5.24972835729,""carve"",""dig"",""poke"",""pinch"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,12,""arm"",8.13443805321,""scrape"",""lift"",""knock"",""slap"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,13,""arm"",17.5260713786,""scoop"",""bind"",""catch"",""fold"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,14,""leg"",11.7402834883,""scuff"",""trip"",""step"",""slither"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,15,""leg"",7.36293125997,""wander"",""strut"",""leap"",""stumble"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,16,""arm"",12.5789771061,""push"",""file"",""clean"",""pat"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,17,""arm"",8.11759067335,""peel"",""stab"",""throw"",""click"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,18,""arm"",6.45719780094,""brush"",""snatch"",""delve"",""cut"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,19,""leg"",5.1658261218,""stomp"",""trek"",""tiptoe"",""rush"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,20,""leg"",19.7065760849,""skate"",""sneak"",""bounce"",""dance"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,21,""leg"",15.2775445711,""stagger"",""slip"",""stride"",""skip"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,22,""arm"",8.57044930297,""bash"",""dunk"",""grasp"",""hack"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,23,""leg"",5.30008281645,""march"",""jog"",""mount"",""wobble"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,24,""leg"",14.6094512699,""traipse"",""trot"",""prance"",""roll"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,25,""arm"",3.55581773742,""wipe"",""toss"",""wrap"",""nip"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,26,""leg"",6.87653828799,""hop"",""stroll"",""crawl"",""flee"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,1,0.1,0.5,27,""leg"",4.36055068201,""stamp"",""run"",""trudge"",""roam"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,0,""leg"",4.26011281371,""stray"",""pace"",""trek"",""prance"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,1,""leg"",11.4041901333,""walk"",""roam"",""traipse"",""run"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,2,""arm"",6.45747872889,""clean"",""squeeze"",""grasp"",""seize"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,3,""arm"",7.53110872109,""shake"",""catch"",""pull"",""grab"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,4,""leg"",4.44481128833,""glide"",""wobble"",""jump"",""tiptoe"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,5,""arm"",4.49522145894,""lift"",""nip"",""stir"",""bind"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,6,""arm"",4.46147019754,""scoop"",""toss"",""wipe"",""dig"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,7,""leg"",5.23339344375,""stroll"",""slither"",""ramble"",""kneel"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,8,""leg"",15.6982782396,""plod"",""stomp"",""trot"",""scuff"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,9,""leg"",3.47199175945,""hop"",""stride"",""wade"",""tread"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,10,""arm"",8.50317555271,""snatch"",""clap"",""braid"",""grate"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,11,""leg"",11.0532826688,""skip"",""creep"",""strut"",""limp"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,12,""arm"",3.52288594799,""click"",""fold"",""push"",""whip"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,13,""leg"",4.91460066743,""crawl"",""stamp"",""slip"",""flit"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,14,""leg"",3.67328710995,""march"",""step"",""flee"",""rush"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,15,""leg"",3.70701505948,""kick"",""bounce"",""jog"",""sprint"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,16,""arm"",49.3079709257,""stab"",""rub"",""punch"",""tug"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,17,""leg"",4.91420871169,""stumble"",""slide"",""hike"",""roll"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,18,""arm"",4.17578661803,""poke"",""throw"",""wrap"",""chop"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,19,""arm"",8.72148541743,""grip"",""skim"",""slap"",""wash"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,20,""arm"",7.98345765021,""scratch"",""dunk"",""carve"",""knock"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,21,""leg"",4.79756947929,""trip"",""sneak"",""skate"",""inch"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,22,""arm"",3.79061542583,""twine"",""pat"",""cut"",""pinch"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,23,""arm"",14.6753681895,""scrub"",""scrape"",""switch"",""claw"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,24,""leg"",6.67540058904,""stagger"",""dance"",""trudge"",""leap"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,25,""arm"",4.27697402266,""clutch"",""file"",""peel"",""brush"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,26,""leg"",6.00453277848,""wander"",""sway"",""climb"",""mount"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,2,0.3,0.7,27,""arm"",11.940878297,""polish"",""hack"",""delve"",""bash"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,0,""leg"",5.60175202636,""leap"",""wander"",""step"",""jog"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,1,""leg"",13.4173704353,""pace"",""trot"",""strut"",""scuff"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,2,""leg"",4.5123718933,""roll"",""stamp"",""kick"",""wade"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,3,""arm"",5.83691519769,""bash"",""dunk"",""scrape"",""toss"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,4,""arm"",3.63969508056,""push"",""carve"",""clean"",""peel"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,5,""arm"",3.74022975244,""claw"",""grab"",""tug"",""pinch"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,6,""leg"",13.1482023377,""hike"",""roam"",""climb"",""stray"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,7,""leg"",4.94776913175,""sway"",""skip"",""flit"",""trudge"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,8,""leg"",5.76948300564,""slide"",""jump"",""bounce"",""tread"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,9,""arm"",5.50156189621,""stir"",""polish"",""brush"",""scoop"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,10,""leg"",8.31891447225,""flee"",""stomp"",""walk"",""stroll"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,11,""leg"",8.95741511511,""glide"",""run"",""wobble"",""trip"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,12,""arm"",8.58699125765,""pat"",""snatch"",""squeeze"",""grasp"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,13,""arm"",4.17654247623,""cut"",""hack"",""throw"",""slap"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,14,""arm"",5.23299042474,""wrap"",""clap"",""seize"",""bind"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,15,""leg"",18.9685309325,""crawl"",""traipse"",""creep"",""plod"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,16,""arm"",21.8027368152,""rub"",""pull"",""catch"",""scrub"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,17,""arm"",16.6376756392,""nip"",""grip"",""grate"",""whip"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,18,""arm"",5.68559578458,""stab"",""shake"",""lift"",""knock"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,19,""leg"",11.8745176613,""slither"",""tiptoe"",""sneak"",""stride"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,20,""leg"",6.92723412797,""kneel"",""sprint"",""stumble"",""trek"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,21,""leg"",6.12247194474,""dance"",""slip"",""mount"",""ramble"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,22,""arm"",11.6066080103,""twine"",""chop"",""wash"",""fold"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,23,""leg"",5.24973625962,""inch"",""hop"",""stagger"",""limp"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,24,""leg"",7.06144024769,""march"",""rush"",""skate"",""prance"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,25,""arm"",6.08832912271,""delve"",""scratch"",""click"",""braid"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,26,""arm"",9.91195575642,""poke"",""punch"",""file"",""switch"","""","""","""","""","""","""","""","""""
"sheb_replic_pilot_control,""2018_Jun_11_1303"",902,3,0.4,0.8,27,""arm"",4.52887315095,""dig"",""wipe"",""skim"",""clutch"","""","""","""","""","""","""","""","""""
