expName;date;participant;block;word_duration;SOA;trial;type;trialRT;word1;word2;word3;word4;w1;w2;w3;w4;error;score;comment;coder
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;0;arm;6.99437235321;tug;grab;knock;slap;1;1;1;0;R;;;RS
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;1;arm;7.81514150313;punch;seize;lift;push;0;1;1;0;R;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;2;leg;8.90626054468;roam;tiptoe;pace;bounce;0;1;0;1;O,S;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;3;arm;17.2762367349;skim;hack;scratch;click;1;1;0;0;O;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;4;leg;12.7132800295;glide;trudge;wander;kneel;0;1;0;1;O;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;5;leg;8.0351231065;strut;trip;sway;slip;1;1;0;0;O;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;6;leg;12.1428915745;march;stumble;hike;crawl;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;7;arm;10.5162547049;fold;twine;stab;wrap;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;8;arm;8.75337409884;polish;poke;pull;dig;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;9;leg;12.8137917846;jump;flit;stagger;trek;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;10;leg;11.8256192071;creep;jog;climb;trot;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;11;arm;9.59384969288;shake;throw;nip;clap;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;12;arm;13.4847852422;wipe;clutch;grip;rub;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;13;leg;8.90546873086;stray;roll;stamp;limp;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;14;leg;11.6734992876;prance;slither;walk;stride;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;15;arm;8.55305784745;brush;catch;grasp;squeeze;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;16;leg;8.20181334846;stomp;skip;stroll;kick;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;17;arm;11.2374319313;peel;switch;whip;wash;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;18;arm;7.76573216305;scrub;bash;carve;bind;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;19;arm;8.62165444834;pat;scoop;scrape;toss;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;20;leg;8.60413141897;ramble;mount;tread;hop;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;21;arm;9.22488223547;claw;pinch;clean;delve;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;22;leg;6.49111185042;run;dance;inch;skate;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;23;leg;10.968952522;slide;scuff;wobble;rush;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;24;arm;5.63652703507;braid;snatch;file;dunk;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;25;leg;9.12397970997;step;sneak;traipse;wade;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;26;arm;8.53728558006;chop;stir;cut;grate;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;0;0.3;0.7;27;leg;6.44098734915;sprint;flee;leap;plod;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;0;arm;5.13604420249;toss;knock;stir;wrap;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;1;leg;4.86414189746;stomp;roam;plod;kick;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;2;arm;6.94402263544;scrub;claw;fold;clap;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;3;arm;5.1831033886;skim;cut;snatch;brush;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;4;leg;8.33433824674;wobble;stamp;tiptoe;sprint;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;5;arm;8.58762541991;bind;polish;grate;click;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;6;leg;9.66121036881;stroll;prance;run;leap;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;7;arm;6.4577323938;whip;delve;grasp;chop;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;8;arm;7.79778363253;scoop;file;bash;clutch;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;9;arm;10.2312700867;wash;carve;scrape;shake;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;10;leg;12.026824471;inch;crawl;slither;pace;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;11;leg;5.88727795431;flee;ramble;hop;trip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;12;arm;5.56966934266;dig;clean;scratch;stab;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;13;leg;10.0969568904;stumble;dance;glide;flit;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;14;arm;5.3671902226;slap;dunk;hack;punch;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;15;leg;8.97328813725;slide;stagger;creep;kneel;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;16;leg;7.39688086995;step;jump;wade;limp;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;17;leg;8.20200893122;rush;sneak;roll;bounce;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;18;arm;12.159680477;squeeze;poke;braid;nip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;19;arm;6.08861716276;wipe;lift;pat;pull;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;20;arm;7.63138340621;tug;push;peel;twine;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;21;leg;7.11094402066;stride;march;trot;walk;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;22;leg;13.8705376511;skate;trek;strut;sway;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;23;arm;7.02799164565;rub;throw;catch;seize;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;24;arm;4.91459355533;grip;switch;grab;pinch;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;25;leg;9.74473052648;hike;climb;mount;slip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;26;leg;12.2603684542;wander;scuff;traipse;skip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;1;0.4;0.8;27;leg;12.3778884017;tread;jog;stray;trudge;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;0;arm;4.46181355392;wash;knock;scoop;claw;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;1;arm;3.37175461042;poke;lift;peel;wrap;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;2;leg;6.44032276291;sway;hike;stride;slip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;3;leg;4.74692856053;dance;jog;sneak;trek;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;4;arm;7.98375517307;toss;seize;bind;grasp;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;5;leg;9.96274760974;skate;rush;tread;wade;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;6;leg;8.18504933822;slither;inch;stumble;kneel;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;7;leg;7.6651247897;scuff;pace;traipse;crawl;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;8;arm;7.49830020807;scrub;slap;nip;dunk;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;9;leg;10.5175052491;jump;stamp;ramble;glide;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;10;leg;6.96169659939;run;slide;march;bounce;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;11;leg;8.43690500368;leap;tiptoe;roam;sprint;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;12;arm;7.21230132546;brush;shake;carve;hack;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;13;arm;5.75421609247;push;dig;chop;grip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;14;arm;8.70484428847;punch;squeeze;whip;scrape;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;15;leg;8.4364529902;mount;hop;plod;wobble;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;16;arm;5.35117890962;clean;clap;stir;braid;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;17;leg;5.19973305918;stroll;strut;kick;step;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;18;arm;7.7154610735;pat;grate;rub;switch;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;19;leg;6.826472264;flit;roll;flee;wander;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;20;arm;9.87894099249;twine;pinch;skim;click;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;21;arm;6.47341101854;fold;bash;file;wipe;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;22;leg;9.07386074034;walk;limp;climb;skip;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;23;arm;13.5666028422;throw;stab;polish;scratch;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;24;leg;8.88942264761;stagger;trudge;prance;creep;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;25;arm;5.41610132056;catch;pull;delve;cut;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;26;leg;8.50451539335;trot;stray;trip;stomp;;;;;;;;
sheb_replic_pilot_control;2018_Jun_19_0936;910;2;0.1;0.5;27;arm;8.00051009563;snatch;tug;grab;clutch;;;;;;;;
