"type","word1","word2","word3","word4"
"leg","tramp","stomp","squat","trek"
"arm","sign","carve","shake","scratch"
"arm","punch","squeeze","polish","wipe"
"leg","stroll","step","wade","stand"
"leg","leap","jog","tiptoe","hop"
"leg","skate","stumble","stride","flee"
"arm","scrape","dig","gesture","fold"
"arm","stab","clean","rub","catch"
"leg","bounce","cycle","skip","slide"
"arm","snatch","pluck","throw","grab"
"arm","whip","bind","poke","peel"
"arm","scrub","grip","pinch","hug"
"leg","stray","wander","slip","trample"
"leg","trip","pedal","sneak","limp"
"arm","pull","chop","brush","pat"
"arm","dunk","push","clap","slap"
"leg","run","kick","dance","hike"
"leg","march","glide","strut","rush"
"leg","sprint","kneel","walk","jump"
"arm","scoop","knock","wrap","click"
