"type","word1","word2","word3","word4"
"leg","step","hike","hop","bounce"
"arm","pinch","squeeze","grab","punch"
"leg","slide","trample","stomp","cycle"
"arm","dig","fold","pull","grip"
"leg","stroll","rush","stumble","strut"
"arm","slap","throw","pluck","carve"
"leg","walk","tramp","stride","jog"
"arm","wrap","scoop","stab","push"
"leg","stand","wander","trek","skate"
"leg","sneak","trip","leap","kneel"
"arm","click","scrape","snatch","clean"
"leg","kick","skip","glide","jump"
"leg","dance","limp","flee","slip"
"leg","squat","march","run","tiptoe"
"arm","bind","chop","scrub","rub"
"arm","scratch","pat","sign","whip"
"arm","dunk","shake","brush","catch"
"leg","wade","stray","sprint","pedal"
"arm","poke","clap","polish","peel"
"arm","gesture","hug","wipe","knock"
