"type","word1","word2","word3","word4"
"arm","stab","pinch","throw","grab"
"leg","hike","stumble","bounce","stride"
"arm","snatch","carve","slap","scoop"
"leg","kneel","sneak","step","leap"
"arm","catch","fold","rub","sign"
"leg","limp","slide","sprint","rush"
"arm","polish","brush","scrape","push"
"arm","peel","whip","click","bind"
"leg","pedal","squat","tiptoe","skate"
"leg","strut","slip","run","walk"
"arm","chop","pull","wipe","scratch"
"arm","scrub","knock","wrap","pluck"
"arm","shake","squeeze","poke","hug"
"leg","stand","jog","trip","jump"
"arm","dunk","dig","clap","punch"
"leg","stroll","trek","stray","trample"
"arm","gesture","clean","grip","pat"
"leg","wander","flee","hop","kick"
"leg","cycle","wade","tramp","dance"
"leg","march","stomp","skip","glide"
