"type","word1","word2","word3","word4"
"leg","skate","walk","strut","stomp"
"arm","throw","pinch","wipe","click"
"leg","cycle","stroll","march","squat"
"arm","grip","punch","brush","whip"
"leg","stride","sprint","jump","step"
"leg","dance","leap","tiptoe","sneak"
"arm","scrub","pluck","gesture","grab"
"leg","wander","bounce","trek","glide"
"arm","peel","wrap","dig","scratch"
"arm","clean","scrape","dunk","carve"
"leg","jog","slide","hike","wade"
"leg","hop","rush","skip","kneel"
"arm","stab","catch","knock","rub"
"arm","clap","pull","sign","slap"
"arm","hug","snatch","fold","chop"
"leg","pedal","stumble","stand","slip"
"arm","shake","poke","push","bind"
"arm","scoop","squeeze","pat","polish"
"leg","stray","limp","kick","run"
"leg","trample","flee","trip","tramp"
