"type","word1","word2","word3","word4"
"leg","skate","bounce","stumble","stomp"
"arm","pinch","scrape","wipe","hug"
"leg","wade","tiptoe","skip","walk"
"arm","shake","throw","scoop","click"
"arm","gesture","rub","whip","grab"
"leg","tramp","wander","trek","jog"
"arm","scrub","grip","brush","peel"
"leg","leap","stand","hop","cycle"
"arm","poke","stab","catch","push"
"arm","chop","fold","dunk","clap"
"leg","kneel","flee","stride","squat"
"leg","pedal","slide","step","limp"
"leg","trip","strut","glide","stray"
"arm","slap","dig","bind","pat"
"arm","knock","pluck","snatch","carve"
"leg","stroll","slip","jump","sneak"
"arm","punch","wrap","clean","scratch"
"leg","kick","trample","sprint","dance"
"leg","rush","run","hike","march"
"arm","polish","sign","squeeze","pull"
