"type","word1","word2","word3","word4"
"arm","clean","click","grip","stab"
"leg","sneak","glide","pedal","jog"
"arm","dunk","scrub","hug","scrape"
"arm","wipe","pinch","pat","poke"
"leg","trample","limp","strut","stumble"
"arm","sign","slap","push","wrap"
"leg","skip","dance","trek","rush"
"arm","fold","carve","pull","shake"
"arm","squeeze","knock","whip","chop"
"leg","sprint","stomp","stand","wander"
"arm","dig","punch","peel","bind"
"leg","kneel","kick","slip","hike"
"leg","hop","stride","stroll","leap"
"leg","tiptoe","stray","walk","march"
"arm","snatch","grab","gesture","brush"
"leg","tramp","run","slide","trip"
"leg","bounce","squat","wade","jump"
"leg","step","cycle","skate","flee"
"arm","catch","throw","clap","pluck"
"arm","rub","scratch","scoop","polish"
