"type","word1","word2","word3","word4"
"leg","sneak","wander","trek","sprint"
"leg","run","slide","slip","stumble"
"arm","punch","whip","scratch","shake"
"arm","wipe","clap","throw","scrape"
"leg","squat","stand","skate","wade"
"arm","fold","dunk","pat","squeeze"
"leg","stomp","kick","walk","dance"
"arm","dig","push","pull","grab"
"leg","flee","bounce","march","jog"
"leg","trample","tramp","stride","strut"
"arm","grip","poke","pluck","gesture"
"leg","step","kneel","trip","stroll"
"arm","polish","sign","stab","knock"
"arm","rub","scoop","brush","slap"
"arm","pinch","chop","scrub","wrap"
"leg","glide","jump","stray","tiptoe"
"leg","cycle","hop","rush","hike"
"arm","click","carve","hug","peel"
"arm","bind","catch","snatch","clean"
"leg","leap","limp","skip","pedal"
