"type","word1","word2","word3","word4"
"leg","skate","stroll","jump","dance"
"arm","pluck","scrape","sign","rub"
"leg","cycle","strut","jog","walk"
"leg","stand","leap","limp","sprint"
"arm","push","slap","wrap","bind"
"leg","glide","skip","trek","slip"
"arm","squeeze","pinch","chop","poke"
"arm","scratch","click","pull","knock"
"arm","scoop","whip","gesture","shake"
"leg","slide","hop","tiptoe","wander"
"arm","dunk","carve","punch","wipe"
"arm","polish","pat","dig","hug"
"leg","flee","kick","trip","march"
"arm","stab","clean","grab","grip"
"arm","peel","catch","clap","throw"
"leg","stumble","bounce","wade","step"
"leg","stray","trample","kneel","stomp"
"arm","snatch","fold","scrub","brush"
"leg","tramp","pedal","hike","squat"
"leg","rush","stride","run","sneak"
