"type","word1","word2","word3","word4"
"arm","punch","whip","pluck","sign"
"leg","stumble","walk","squat","pedal"
"leg","glide","step","sneak","trample"
"arm","grab","pull","knock","shake"
"arm","stab","clean","catch","poke"
"leg","flee","slip","trip","skip"
"leg","stray","sprint","stand","tramp"
"leg","hop","limp","leap","rush"
"arm","hug","throw","dig","polish"
"arm","clap","fold","squeeze","gesture"
"leg","skate","bounce","run","kneel"
"arm","brush","pat","click","slap"
"arm","push","snatch","peel","dunk"
"arm","scoop","scrape","scrub","bind"
"leg","hike","strut","march","tiptoe"
"leg","jump","wade","stroll","stride"
"arm","carve","wipe","grip","pinch"
"arm","rub","wrap","scratch","chop"
"leg","wander","cycle","jog","slide"
"leg","dance","trek","stomp","kick"
