"type","word1","word2","word3","word4"
"leg","stride","jump","jog","tiptoe"
"leg","stomp","trample","strut","glide"
"arm","pat","pluck","knock","peel"
"arm","carve","wrap","gesture","stab"
"leg","flee","leap","kick","squat"
"leg","wander","rush","hop","kneel"
"arm","chop","hug","slap","punch"
"leg","skate","stand","hike","trip"
"arm","grab","grip","clean","snatch"
"leg","cycle","sneak","run","walk"
"arm","sign","fold","rub","pinch"
"arm","poke","brush","pull","click"
"arm","push","clap","polish","catch"
"leg","dance","limp","slide","stray"
"arm","dunk","throw","wipe","shake"
"leg","march","stumble","wade","skip"
"arm","scoop","bind","scrub","squeeze"
"leg","stroll","pedal","tramp","trek"
"arm","whip","dig","scratch","scrape"
"leg","sprint","bounce","step","slip"
