"type","word1","word2","word3","word4"
"arm","hug","sign","catch","dunk"
"leg","stroll","pedal","hike","slip"
"leg","stray","kneel","run","strut"
"arm","shake","wipe","push","click"
"arm","pat","scrub","wrap","carve"
"leg","rush","glide","stumble","sprint"
"leg","walk","jump","march","bounce"
"arm","dig","scratch","chop","pull"
"arm","pluck","grab","brush","clean"
"leg","squat","jog","skip","wade"
"arm","whip","clap","fold","squeeze"
"arm","slap","knock","bind","snatch"
"leg","limp","kick","stomp","step"
"arm","gesture","stab","polish","peel"
"arm","punch","pinch","throw","scoop"
"leg","wander","stride","leap","hop"
"leg","skate","dance","tiptoe","trample"
"leg","tramp","stand","cycle","slide"
"arm","poke","rub","scrape","grip"
"leg","sneak","trip","flee","trek"
