"type","word1","word2","word3","word4"
"leg","hike","slip","leap","stray"
"arm","slap","stab","dunk","scrub"
"leg","stumble","sprint","march","skip"
"arm","peel","pat","push","whip"
"arm","fold","snatch","sign","wipe"
"arm","polish","shake","scratch","squeeze"
"leg","step","kick","wade","trek"
"leg","dance","sneak","skate","tramp"
"arm","carve","click","poke","grip"
"leg","slide","walk","jump","kneel"
"leg","tiptoe","strut","hop","rush"
"arm","brush","pluck","hug","chop"
"arm","bind","throw","pinch","dig"
"arm","pull","scoop","gesture","wrap"
"leg","jog","stand","limp","stride"
"arm","clean","scrape","grab","clap"
"leg","bounce","glide","cycle","squat"
"leg","stroll","stomp","wander","trample"
"arm","punch","rub","catch","knock"
"leg","run","flee","pedal","trip"
