"type","word1","word2","word3","word4"
"leg","march","strut","skate","stride"
"leg","hop","limp","slip","sneak"
"arm","pinch","gesture","pluck","sign"
"arm","snatch","knock","scratch","pull"
"leg","walk","trip","stray","tiptoe"
"arm","squeeze","grip","hug","shake"
"leg","slide","jog","pedal","sprint"
"leg","rush","tramp","cycle","run"
"leg","leap","wade","trample","bounce"
"arm","catch","pat","scrape","scrub"
"arm","stab","slap","chop","peel"
"leg","stand","squat","kick","stroll"
"arm","clap","rub","dunk","clean"
"arm","dig","push","wrap","polish"
"leg","stumble","glide","skip","trek"
"arm","punch","wipe","click","carve"
"arm","whip","fold","poke","throw"
"arm","grab","bind","scoop","brush"
"leg","stomp","hike","wander","kneel"
"leg","jump","flee","step","dance"
