"type","word1","word2","word3","word4"
"leg","flee","limp","step","stride"
"leg","skip","slide","strut","hike"
"leg","hop","wander","jump","sprint"
"arm","grab","click","wipe","squeeze"
"leg","dance","stomp","kick","pedal"
"arm","polish","shake","scratch","grip"
"leg","stand","jog","slip","wade"
"arm","chop","gesture","pull","carve"
"arm","rub","dunk","brush","fold"
"leg","trample","leap","trek","tiptoe"
"leg","glide","tramp","stray","trip"
"arm","catch","pat","bind","whip"
"leg","stroll","sneak","walk","stumble"
"arm","peel","sign","knock","poke"
"leg","march","kneel","bounce","rush"
"arm","pinch","clean","throw","clap"
"leg","cycle","skate","run","squat"
"arm","stab","hug","push","slap"
"arm","scoop","dig","scrape","snatch"
"arm","scrub","punch","pluck","wrap"
