"type","word1","word2","word3","word4"
"arm","slap","gesture","catch","pull"
"arm","chop","pluck","pinch","scratch"
"arm","knock","pat","wipe","brush"
"leg","rush","leap","sneak","run"
"leg","jog","stand","sprint","wander"
"arm","bind","push","clean","dig"
"arm","carve","dunk","throw","fold"
"arm","squeeze","whip","click","shake"
"leg","stride","trample","strut","slide"
"leg","dance","march","skate","jump"
"leg","kneel","walk","slip","stray"
"arm","rub","poke","hug","stab"
"arm","snatch","peel","wrap","grip"
"leg","trek","flee","kick","trip"
"leg","step","stroll","bounce","limp"
"leg","tramp","stumble","glide","pedal"
"arm","scoop","scrub","polish","sign"
"leg","stomp","wade","hop","hike"
"arm","punch","scrape","clap","grab"
"leg","squat","skip","cycle","tiptoe"
