"type","word1","word2","word3","word4"
"arm","wrap","rub","hug","stab"
"arm","brush","catch","peel","whip"
"leg","pedal","walk","stray","rush"
"arm","scrape","grab","gesture","pull"
"leg","bounce","hike","stomp","stumble"
"leg","tramp","flee","jog","glide"
"arm","chop","shake","sign","pat"
"arm","grip","pinch","clean","poke"
"leg","stroll","slip","limp","kick"
"arm","squeeze","push","throw","scrub"
"leg","trek","skate","strut","trip"
"arm","snatch","wipe","slap","bind"
"arm","fold","dig","pluck","carve"
"leg","squat","jump","march","hop"
"leg","tiptoe","dance","step","skip"
"arm","knock","polish","punch","dunk"
"leg","trample","slide","kneel","leap"
"arm","scratch","click","scoop","clap"
"leg","wade","stand","sprint","stride"
"leg","wander","cycle","run","sneak"
