"type","word1","word2","word3","word4"
"arm","hug","scoop","wrap","brush"
"leg","sprint","stride","hop","trample"
"leg","step","stand","skip","jump"
"arm","squeeze","polish","pinch","throw"
"leg","tiptoe","kick","wander","trek"
"arm","push","rub","bind","grip"
"arm","scratch","pat","punch","fold"
"leg","stray","tramp","leap","bounce"
"arm","click","stab","catch","clean"
"leg","rush","skate","glide","slip"
"leg","strut","sneak","jog","stroll"
"arm","poke","pluck","clap","wipe"
"arm","sign","dunk","chop","snatch"
"leg","run","limp","trip","cycle"
"leg","slide","march","kneel","dance"
"leg","flee","stumble","stomp","wade"
"arm","gesture","carve","scrub","scrape"
"arm","peel","whip","dig","grab"
"arm","knock","pull","slap","shake"
"leg","squat","pedal","walk","hike"
