"type","word1","word2","word3","word4"
"arm","pinch","grab","whip","dig"
"leg","squat","skate","stride","stomp"
"arm","dunk","carve","scrape","gesture"
"leg","stand","stumble","trample","dance"
"leg","sprint","strut","bounce","limp"
"arm","pull","poke","pat","hug"
"leg","skip","pedal","wade","flee"
"arm","wipe","scratch","chop","peel"
"leg","tramp","hike","leap","kneel"
"arm","catch","fold","scrub","pluck"
"arm","stab","push","polish","brush"
"leg","slip","run","glide","stroll"
"arm","sign","scoop","click","snatch"
"leg","sneak","trek","hop","kick"
"arm","knock","clean","clap","grip"
"leg","jump","jog","tiptoe","wander"
"leg","step","rush","march","walk"
"arm","slap","punch","rub","squeeze"
"arm","wrap","throw","bind","shake"
"leg","cycle","stray","slide","trip"
