"type","word1","word2","word3","word4"
"arm","clap","shake","scratch","squeeze"
"arm","throw","wrap","clean","pluck"
"leg","run","tramp","walk","step"
"leg","stumble","stray","kneel","hop"
"leg","trip","squat","trek","stroll"
"arm","stab","polish","slap","carve"
"leg","skate","slide","march","stand"
"arm","bind","rub","scrape","dig"
"leg","sneak","skip","wade","jog"
"arm","punch","grip","gesture","grab"
"leg","stomp","cycle","flee","slip"
"leg","sprint","rush","wander","kick"
"arm","knock","push","pinch","click"
"leg","limp","stride","hike","strut"
"arm","pull","whip","pat","peel"
"arm","fold","sign","scoop","dunk"
"arm","brush","catch","scrub","snatch"
"leg","dance","trample","jump","bounce"
"arm","hug","poke","chop","wipe"
"leg","glide","leap","tiptoe","pedal"
