"type","word1","word2","word3","word4"
"arm","push","brush","click","slap"
"arm","clap","squeeze","bind","polish"
"leg","hike","march","glide","tiptoe"
"leg","trample","tramp","stomp","sprint"
"arm","peel","scrub","chop","gesture"
"leg","squat","cycle","bounce","skate"
"arm","shake","grip","punch","scratch"
"leg","pedal","limp","run","kick"
"leg","stand","trek","wade","stroll"
"arm","grab","clean","rub","carve"
"leg","jog","stride","stumble","slip"
"leg","jump","rush","flee","strut"
"arm","dig","scrape","fold","pinch"
"leg","kneel","walk","skip","trip"
"leg","slide","step","hop","leap"
"arm","sign","dunk","pull","catch"
"leg","stray","sneak","dance","wander"
"arm","poke","stab","hug","wrap"
"arm","pat","knock","throw","whip"
"arm","snatch","pluck","wipe","scoop"
