"type","word1","word2","word3","word4"
"arm","pat","bind","fold","polish"
"leg","kick","slip","stray","stroll"
"arm","gesture","rub","brush","pinch"
"leg","rush","stride","stand","squat"
"leg","hop","march","stomp","limp"
"arm","pull","chop","slap","pluck"
"leg","kneel","run","tiptoe","skate"
"arm","sign","dig","hug","squeeze"
"leg","skip","pedal","cycle","step"
"arm","punch","wrap","grip","poke"
"leg","walk","flee","trample","trip"
"leg","hike","trek","leap","sprint"
"arm","snatch","carve","click","scrub"
"leg","dance","stumble","wander","bounce"
"arm","whip","grab","shake","wipe"
"arm","scrape","peel","catch","dunk"
"arm","push","scoop","knock","scratch"
"leg","tramp","glide","sneak","strut"
"arm","stab","clap","clean","throw"
"leg","slide","jog","wade","jump"
