"type","word1","word2","word3","word4"
"arm","wipe","dunk","slap","catch"
"leg","rush","squat","glide","hike"
"arm","pull","chop","click","squeeze"
"leg","jump","tramp","trample","sprint"
"arm","throw","scoop","clean","rub"
"arm","grip","gesture","poke","clap"
"leg","kneel","stroll","leap","wade"
"leg","jog","strut","dance","kick"
"arm","grab","polish","stab","dig"
"leg","limp","trek","cycle","skip"
"leg","stray","slide","wander","slip"
"arm","bind","knock","hug","scrub"
"arm","scrape","whip","sign","push"
"arm","carve","shake","fold","pluck"
"leg","trip","stride","pedal","hop"
"arm","pat","punch","brush","scratch"
"leg","stand","tiptoe","stumble","flee"
"arm","wrap","snatch","pinch","peel"
"leg","sneak","run","stomp","step"
"leg","skate","bounce","march","walk"
