"type","word1","word2","word3","word4"
"arm","chop","slap","squeeze","pluck"
"leg","jump","skip","tramp","limp"
"leg","wade","stride","kick","march"
"leg","slip","pedal","trek","jog"
"arm","snatch","scratch","wipe","grip"
"leg","stomp","leap","hop","sprint"
"arm","brush","clap","fold","carve"
"leg","slide","tiptoe","skate","stand"
"arm","pat","polish","knock","scoop"
"arm","throw","scrub","click","push"
"leg","wander","kneel","run","hike"
"arm","bind","whip","sign","poke"
"leg","dance","step","trample","bounce"
"arm","rub","catch","dunk","grab"
"arm","peel","dig","gesture","stab"
"leg","glide","stumble","trip","flee"
"arm","clean","pinch","pull","wrap"
"leg","stray","sneak","rush","stroll"
"arm","scrape","punch","hug","shake"
"leg","squat","cycle","strut","walk"
