"type","word1","word2","word3","word4"
"leg","rush","hike","run","slide"
"leg","stride","stray","march","step"
"arm","scoop","punch","scrape","hug"
"arm","whip","grip","pull","clap"
"leg","stand","wade","flee","limp"
"leg","tramp","trek","walk","squat"
"arm","carve","catch","pat","rub"
"leg","trip","skip","sprint","bounce"
"arm","squeeze","stab","snatch","pinch"
"arm","dunk","gesture","fold","click"
"arm","scrub","wipe","throw","brush"
"leg","leap","kneel","cycle","jog"
"arm","bind","shake","dig","slap"
"arm","push","pluck","peel","poke"
"leg","sneak","glide","kick","dance"
"arm","grab","knock","chop","clean"
"leg","hop","skate","trample","tiptoe"
"arm","wrap","sign","scratch","polish"
"leg","jump","stumble","pedal","wander"
"leg","stomp","stroll","strut","slip"
