"type","word1","word2","word3","word4"
"arm","carve","sign","whip","click"
"leg","slide","rush","dance","slip"
"arm","brush","peel","rub","grip"
"leg","skip","glide","march","stumble"
"leg","cycle","wade","trip","stomp"
"leg","skate","kick","tiptoe","sprint"
"arm","hug","catch","pluck","wipe"
"leg","stray","limp","bounce","strut"
"arm","knock","slap","bind","gesture"
"leg","pedal","stride","hop","squat"
"arm","throw","poke","squeeze","push"
"arm","punch","scoop","snatch","scratch"
"arm","wrap","clean","dig","pat"
"leg","tramp","hike","wander","jump"
"arm","stab","polish","clap","chop"
"leg","trek","flee","step","jog"
"arm","scrape","fold","shake","pinch"
"leg","stroll","stand","trample","walk"
"leg","run","kneel","leap","sneak"
"arm","dunk","pull","grab","scrub"
