"type","word1","word2","word3","word4"
"arm","scoop","rub","wrap","polish"
"leg","leap","strut","jump","jog"
"leg","step","slide","skate","wade"
"leg","sprint","trip","stand","stray"
"arm","scrape","scrub","peel","poke"
"arm","dunk","bind","snatch","stab"
"leg","sneak","skip","hike","trample"
"arm","push","carve","chop","pinch"
"arm","gesture","punch","shake","slap"
"leg","squat","kneel","pedal","tiptoe"
"arm","pluck","scratch","whip","wipe"
"arm","sign","brush","throw","dig"
"leg","run","stroll","walk","wander"
"arm","catch","hug","grip","click"
"leg","dance","flee","cycle","kick"
"leg","stomp","tramp","stride","glide"
"arm","squeeze","pat","clap","fold"
"arm","knock","grab","clean","pull"
"leg","march","trek","hop","slip"
"leg","bounce","rush","limp","stumble"
