"type","word1","word2","word3","word4"
"arm","push","dunk","scratch","gesture"
"leg","stomp","jog","trip","skip"
"arm","hug","punch","squeeze","scrub"
"leg","bounce","march","hop","sprint"
"leg","rush","stray","leap","step"
"arm","wrap","pinch","poke","knock"
"leg","trample","stroll","walk","run"
"arm","sign","stab","grip","dig"
"arm","brush","pull","polish","scrape"
"leg","pedal","stumble","tramp","slip"
"arm","pat","clean","wipe","grab"
"leg","flee","kick","squat","stand"
"arm","peel","rub","whip","pluck"
"leg","wander","tiptoe","kneel","cycle"
"leg","trek","skate","hike","slide"
"arm","carve","scoop","slap","clap"
"leg","wade","glide","sneak","jump"
"arm","snatch","chop","fold","shake"
"arm","catch","click","bind","throw"
"leg","dance","strut","limp","stride"
