"type","word1","word2","word3","word4"
"leg","rush","stroll","jump","hike"
"arm","scoop","pull","stab","snatch"
"leg","tiptoe","skip","bounce","leap"
"leg","kneel","wander","kick","march"
"arm","pluck","poke","catch","dig"
"leg","stride","pedal","dance","squat"
"leg","jog","stand","trek","step"
"arm","throw","grab","clean","pinch"
"arm","polish","fold","grip","chop"
"leg","walk","tramp","sprint","wade"
"arm","peel","push","whip","carve"
"leg","glide","trample","limp","stomp"
"arm","click","wrap","knock","scrub"
"leg","run","sneak","slip","skate"
"leg","stray","flee","strut","cycle"
"arm","wipe","sign","brush","gesture"
"leg","stumble","trip","slide","hop"
"arm","clap","punch","rub","scratch"
"arm","squeeze","dunk","bind","scrape"
"arm","shake","pat","hug","slap"
