"type","word1","word2","word3","word4"
"arm","catch","throw","bind","hug"
"arm","fold","pinch","stab","dunk"
"leg","skip","hike","slip","run"
"arm","brush","pluck","wrap","chop"
"leg","stroll","kneel","stand","skate"
"leg","slide","sprint","cycle","tramp"
"arm","scrub","scratch","grab","polish"
"leg","rush","leap","flee","jog"
"arm","snatch","grip","sign","clap"
"arm","whip","squeeze","pat","scoop"
"leg","tiptoe","jump","trip","wade"
"arm","gesture","slap","scrape","knock"
"leg","limp","stomp","sneak","strut"
"leg","wander","march","kick","stray"
"arm","wipe","carve","shake","clean"
"leg","pedal","trek","trample","bounce"
"leg","dance","hop","step","glide"
"leg","stride","stumble","squat","walk"
"arm","rub","push","pull","punch"
"arm","poke","click","peel","dig"
