"type","word1","word2","word3","word4"
"arm","push","chop","scrub","throw"
"leg","squat","step","jog","rush"
"leg","stride","bounce","dance","wade"
"arm","rub","pull","pat","scoop"
"leg","stomp","kneel","trek","trip"
"leg","hike","wander","stand","sprint"
"arm","wrap","dunk","snatch","click"
"leg","slip","sneak","cycle","glide"
"arm","peel","scrape","wipe","shake"
"arm","knock","punch","hug","sign"
"leg","flee","jump","leap","slide"
"arm","polish","slap","clean","grab"
"arm","catch","carve","pinch","fold"
"leg","march","tiptoe","kick","skate"
"leg","walk","stroll","hop","skip"
"arm","brush","whip","bind","grip"
"arm","squeeze","scratch","stab","dig"
"arm","pluck","gesture","poke","clap"
"leg","stumble","tramp","trample","strut"
"leg","limp","run","pedal","stray"
