"type","word1","word2","word3","word4"
"leg","trek","skate","march","cycle"
"leg","step","stumble","trip","squat"
"arm","snatch","grab","clap","wrap"
"arm","grip","pat","pluck","gesture"
"arm","catch","pull","chop","stab"
"leg","stomp","walk","kick","stroll"
"arm","carve","scoop","click","hug"
"leg","hop","slide","pedal","kneel"
"arm","shake","peel","rub","scratch"
"arm","knock","fold","polish","slap"
"arm","whip","scrape","throw","squeeze"
"leg","leap","limp","tramp","glide"
"arm","punch","push","poke","wipe"
"leg","wade","flee","stand","rush"
"leg","hike","sneak","jog","stray"
"leg","run","jump","strut","slip"
"arm","sign","clean","dunk","dig"
"arm","scrub","bind","pinch","brush"
"leg","tiptoe","skip","dance","bounce"
"leg","stride","sprint","wander","trample"
