"type","word1","word2","word3","word4"
"leg","sprint","stray","jog","stomp"
"leg","march","hop","bounce","trample"
"arm","bind","carve","throw","grab"
"leg","stumble","tramp","flee","hike"
"leg","wade","dance","slip","stroll"
"arm","hug","scratch","shake","clap"
"arm","dunk","fold","dig","peel"
"leg","squat","skip","stand","skate"
"leg","trip","run","walk","leap"
"arm","grip","click","chop","brush"
"arm","stab","slap","snatch","squeeze"
"arm","scoop","pull","pinch","clean"
"leg","trek","pedal","step","cycle"
"leg","jump","kneel","sneak","stride"
"arm","catch","push","pluck","scrape"
"leg","glide","slide","strut","limp"
"arm","wipe","gesture","wrap","poke"
"leg","kick","rush","tiptoe","wander"
"arm","scrub","polish","rub","punch"
"arm","sign","pat","whip","knock"
