"type","word1","word2","word3","word4"
"arm","gesture","pull","whip","push"
"leg","trample","jog","sprint","rush"
"arm","fold","slap","wrap","grip"
"arm","scoop","knock","clean","dunk"
"leg","hike","march","pedal","tiptoe"
"leg","step","stride","stomp","walk"
"leg","cycle","slip","stroll","stray"
"arm","hug","snatch","throw","grab"
"leg","run","sneak","stumble","kneel"
"arm","pinch","bind","click","shake"
"leg","hop","slide","glide","limp"
"leg","dance","bounce","trek","wade"
"leg","flee","squat","leap","skip"
"arm","catch","scrub","chop","wipe"
"arm","sign","scratch","dig","polish"
"leg","tramp","skate","kick","jump"
"arm","stab","poke","scrape","carve"
"leg","trip","wander","stand","strut"
"arm","pat","pluck","squeeze","brush"
"arm","clap","peel","punch","rub"
