"type","word1","word2","word3","word4"
"leg","slide","bounce","jump","skate"
"arm","slap","scoop","stab","scratch"
"arm","wipe","fold","polish","bind"
"arm","knock","grab","carve","dunk"
"leg","flee","cycle","walk","wade"
"leg","sneak","wander","stand","trample"
"leg","glide","hike","hop","sprint"
"arm","pull","pat","punch","brush"
"arm","wrap","rub","throw","shake"
"leg","step","stray","stroll","tiptoe"
"arm","scrub","snatch","pinch","hug"
"leg","leap","slip","strut","trip"
"leg","stomp","squat","pedal","march"
"arm","gesture","clean","sign","chop"
"leg","kneel","skip","rush","stride"
"leg","tramp","kick","trek","run"
"leg","jog","dance","limp","stumble"
"arm","squeeze","pluck","poke","dig"
"arm","push","click","clap","catch"
"arm","whip","scrape","grip","peel"
