"type","word1","word2","word3","word4"
"leg","squat","strut","slip","wander"
"arm","brush","wipe","pluck","poke"
"leg","kneel","stray","sprint","stand"
"arm","slap","click","punch","fold"
"leg","leap","march","dance","jog"
"arm","rub","pinch","pull","push"
"arm","whip","wrap","dunk","peel"
"leg","stroll","limp","trip","run"
"arm","scratch","polish","sign","hug"
"leg","tramp","skate","flee","pedal"
"arm","squeeze","clean","chop","catch"
"leg","trample","hike","trek","slide"
"leg","kick","stride","bounce","hop"
"arm","shake","dig","snatch","stab"
"arm","scrape","scrub","carve","pat"
"leg","tiptoe","step","glide","walk"
"leg","skip","cycle","sneak","jump"
"arm","bind","grab","knock","clap"
"arm","gesture","throw","scoop","grip"
"leg","rush","stumble","stomp","wade"
