"type","word1","word2","word3","word4"
"leg","pedal","walk","limp","slip"
"leg","hike","tiptoe","glide","wade"
"arm","stab","throw","chop","clean"
"arm","punch","sign","catch","bind"
"leg","cycle","kick","trip","march"
"arm","grab","knock","snatch","brush"
"arm","wipe","click","clap","pull"
"leg","trek","jog","leap","jump"
"leg","stray","stand","flee","kneel"
"arm","push","pat","shake","polish"
"leg","strut","run","bounce","tramp"
"arm","slap","rub","scoop","wrap"
"leg","trample","dance","stroll","squat"
"arm","dunk","scrub","gesture","pinch"
"arm","dig","carve","peel","hug"
"arm","pluck","scrape","grip","poke"
"leg","slide","skate","hop","stomp"
"arm","squeeze","whip","scratch","fold"
"leg","wander","sneak","step","sprint"
"leg","skip","stumble","rush","stride"
