"type","word1","word2","word3","word4"
"leg","skate","slide","walk","tramp"
"leg","trip","stride","sneak","jog"
"arm","polish","rub","throw","gesture"
"arm","grip","bind","scratch","squeeze"
"arm","push","chop","dunk","pluck"
"leg","stray","march","stroll","stomp"
"arm","brush","whip","wipe","scoop"
"arm","clap","stab","pull","pinch"
"arm","carve","punch","catch","shake"
"leg","strut","dance","hop","stand"
"arm","snatch","scrape","pat","knock"
"leg","bounce","kick","flee","slip"
"leg","cycle","wade","skip","wander"
"leg","glide","trample","jump","pedal"
"arm","wrap","sign","click","clean"
"leg","limp","tiptoe","leap","run"
"arm","dig","hug","peel","grab"
"leg","step","hike","trek","kneel"
"leg","sprint","squat","rush","stumble"
"arm","slap","fold","scrub","poke"
