"type","word1","word2","word3","word4"
"arm","knock","sign","scratch","grip"
"leg","squat","bounce","skate","skip"
"leg","march","run","trek","stomp"
"arm","grab","punch","squeeze","whip"
"arm","pluck","click","clap","pat"
"arm","pinch","throw","scoop","poke"
"leg","sprint","pedal","wander","glide"
"arm","peel","gesture","fold","polish"
"leg","walk","trample","tramp","sneak"
"arm","catch","slap","stab","push"
"leg","hop","trip","limp","step"
"leg","dance","tiptoe","stroll","kick"
"leg","jog","stand","stumble","slip"
"arm","brush","snatch","clean","shake"
"leg","flee","stride","stray","strut"
"leg","cycle","wade","rush","slide"
"arm","scrub","hug","dunk","dig"
"leg","kneel","leap","jump","hike"
"arm","chop","scrape","wipe","carve"
"arm","rub","pull","bind","wrap"
