"type","word1","word2","word3","word4"
"arm","scoop","slap","polish","rub"
"leg","stand","slip","walk","leap"
"leg","dance","sprint","stomp","tiptoe"
"arm","wipe","snatch","stab","shake"
"leg","stray","run","sneak","bounce"
"arm","pluck","dunk","scrub","knock"
"arm","fold","clean","wrap","pull"
"leg","pedal","wade","hop","skate"
"arm","pat","peel","click","scratch"
"arm","whip","dig","grab","clap"
"leg","kneel","stroll","limp","rush"
"leg","glide","stride","strut","hike"
"arm","punch","scrape","catch","chop"
"arm","grip","squeeze","bind","brush"
"arm","poke","throw","hug","pinch"
"leg","flee","squat","tramp","trip"
"leg","cycle","skip","slide","jump"
"leg","step","march","wander","kick"
"arm","push","carve","gesture","sign"
"leg","trample","jog","stumble","trek"
