"type","word1","word2","word3","word4"
"arm","knock","stab","scratch","catch"
"leg","sneak","stride","flee","rush"
"leg","wander","hike","slip","stroll"
"arm","punch","clean","squeeze","pinch"
"leg","glide","trample","kneel","march"
"arm","snatch","wipe","pull","clap"
"arm","gesture","poke","throw","scrape"
"leg","dance","skate","strut","trip"
"leg","bounce","tiptoe","stomp","limp"
"leg","step","cycle","squat","walk"
"arm","bind","push","scrub","chop"
"leg","leap","jog","sprint","stray"
"arm","shake","grip","dunk","sign"
"arm","click","pat","brush","whip"
"arm","grab","fold","pluck","carve"
"leg","hop","trek","run","skip"
"arm","wrap","scoop","slap","polish"
"leg","stumble","kick","stand","slide"
"arm","dig","hug","peel","rub"
"leg","wade","tramp","pedal","jump"
