"type","word1","word2","word3","word4"
"leg","squat","strut","flee","sneak"
"leg","kick","trample","rush","limp"
"arm","grab","carve","polish","hug"
"leg","sprint","stand","skate","wade"
"leg","stomp","trek","hop","leap"
"arm","sign","scrub","clean","stab"
"arm","slap","grip","poke","brush"
"arm","throw","rub","scrape","dig"
"leg","trip","wander","pedal","skip"
"arm","push","knock","dunk","squeeze"
"arm","bind","wipe","pinch","peel"
"leg","run","tiptoe","stumble","stray"
"arm","fold","whip","wrap","pluck"
"leg","jump","glide","slide","bounce"
"arm","chop","gesture","scratch","pat"
"arm","catch","shake","pull","scoop"
"leg","step","hike","jog","slip"
"leg","stroll","cycle","kneel","walk"
"leg","dance","tramp","stride","march"
"arm","punch","click","snatch","clap"
