"type","word1","word2","word3","word4"
"arm","whip","peel","wipe","polish"
"arm","bind","squeeze","scrape","fold"
"arm","hug","scratch","slap","punch"
"leg","trek","slip","stray","march"
"arm","wrap","push","sign","scoop"
"leg","bounce","rush","stride","tiptoe"
"arm","clean","chop","throw","pat"
"leg","limp","stand","strut","jog"
"arm","dunk","snatch","clap","catch"
"leg","hike","sneak","sprint","jump"
"leg","pedal","squat","walk","glide"
"arm","carve","poke","knock","grip"
"leg","trample","slide","leap","cycle"
"leg","stumble","wander","stomp","step"
"arm","stab","scrub","shake","pinch"
"arm","gesture","click","dig","pull"
"leg","tramp","hop","kneel","skate"
"arm","pluck","brush","rub","grab"
"leg","stroll","wade","dance","skip"
"leg","flee","kick","run","trip"
