"type","word1","word2","word3","word4"
"arm","scratch","dunk","punch","scoop"
"arm","grip","clean","chop","fold"
"leg","stomp","skate","tiptoe","dance"
"arm","polish","hug","pat","carve"
"arm","clap","dig","knock","pluck"
"arm","push","scrub","pinch","shake"
"leg","tramp","hike","squat","kick"
"leg","stride","stumble","kneel","wade"
"arm","pull","catch","stab","snatch"
"leg","slip","rush","jog","glide"
"arm","whip","click","throw","poke"
"leg","walk","jump","slide","limp"
"arm","squeeze","brush","scrape","bind"
"leg","bounce","stand","trip","sneak"
"leg","leap","stray","run","pedal"
"arm","slap","grab","wipe","peel"
"arm","sign","rub","wrap","gesture"
"leg","flee","march","trek","cycle"
"leg","hop","stroll","step","skip"
"leg","strut","trample","wander","sprint"
