"type","word1","word2","word3","word4"
"leg","tiptoe","rush","slip","squat"
"arm","catch","punch","dig","brush"
"arm","carve","scrub","peel","click"
"arm","bind","polish","fold","stab"
"leg","dance","jump","stride","stand"
"leg","jog","stray","leap","sneak"
"arm","snatch","squeeze","dunk","grip"
"arm","pull","knock","scrape","pat"
"leg","march","kick","skip","glide"
"arm","whip","shake","throw","grab"
"leg","stomp","step","flee","tramp"
"leg","trample","hop","cycle","pedal"
"arm","clap","wrap","wipe","gesture"
"leg","wade","run","trip","slide"
"arm","push","rub","slap","poke"
"arm","pinch","hug","scratch","pluck"
"leg","trek","kneel","stroll","skate"
"leg","bounce","wander","strut","walk"
"arm","chop","sign","clean","scoop"
"leg","sprint","stumble","hike","limp"
