"type","word1","word2","word3","word4"
"leg","trample","stride","trek","tramp"
"leg","walk","squat","stomp","limp"
"arm","stab","dig","scoop","hug"
"arm","poke","clap","scrape","scrub"
"leg","rush","stray","stroll","kick"
"leg","strut","step","march","tiptoe"
"arm","pinch","wrap","carve","clean"
"leg","slip","slide","skip","skate"
"leg","stumble","jog","jump","leap"
"arm","catch","bind","rub","scratch"
"arm","push","squeeze","knock","pluck"
"arm","sign","peel","polish","pull"
"leg","flee","trip","hike","cycle"
"leg","sneak","stand","wander","glide"
"leg","bounce","hop","pedal","dance"
"arm","grip","fold","throw","wipe"
"arm","punch","dunk","whip","shake"
"arm","slap","chop","click","brush"
"leg","run","kneel","sprint","wade"
"arm","gesture","pat","snatch","grab"
