"type","word1","word2","word3","word4"
"arm","click","scratch","bind","push"
"leg","squat","slide","trek","slip"
"leg","stroll","jog","stride","wade"
"arm","slap","pull","catch","gesture"
"arm","hug","rub","polish","grip"
"leg","stumble","flee","kneel","stand"
"leg","kick","skip","stomp","hike"
"leg","run","pedal","strut","sneak"
"arm","scrape","carve","scrub","scoop"
"leg","trample","jump","bounce","trip"
"leg","walk","stray","cycle","skate"
"arm","squeeze","poke","wrap","shake"
"leg","tramp","march","limp","wander"
"arm","sign","brush","pluck","whip"
"arm","pinch","clean","dig","snatch"
"leg","hop","leap","rush","tiptoe"
"arm","clap","chop","wipe","grab"
"leg","step","glide","sprint","dance"
"arm","punch","peel","knock","fold"
"arm","dunk","throw","stab","pat"
