"type","word1","word2","word3","word4"
"leg","sneak","tramp","cycle","kneel"
"arm","push","dig","brush","poke"
"leg","jump","stride","wander","hop"
"leg","dance","skate","glide","run"
"arm","carve","scoop","slap","bind"
"leg","bounce","step","limp","trample"
"leg","stumble","squat","walk","jog"
"leg","kick","slip","tiptoe","strut"
"arm","pat","click","clap","throw"
"arm","pluck","grip","snatch","polish"
"arm","wrap","knock","squeeze","clean"
"leg","stomp","trip","pedal","stroll"
"arm","punch","catch","chop","wipe"
"leg","flee","sprint","wade","slide"
"arm","gesture","whip","stab","scratch"
"leg","hike","trek","stray","leap"
"arm","grab","scrub","shake","pinch"
"arm","rub","sign","fold","pull"
"leg","rush","stand","march","skip"
"arm","scrape","dunk","peel","hug"
