"type","word1","word2","word3","word4"
"arm","rub","clap","catch","pinch"
"arm","brush","scratch","scrape","dig"
"leg","trek","leap","jump","stumble"
"arm","dunk","pull","throw","hug"
"arm","click","wrap","pluck","grab"
"leg","walk","wade","stomp","glide"
"leg","kick","run","march","trample"
"arm","scoop","squeeze","knock","sign"
"leg","kneel","tramp","hike","cycle"
"leg","pedal","slide","flee","tiptoe"
"leg","sneak","strut","hop","skate"
"arm","poke","scrub","grip","carve"
"leg","trip","stray","stand","wander"
"arm","whip","pat","punch","clean"
"leg","jog","slip","stride","dance"
"arm","wipe","snatch","gesture","slap"
"arm","bind","peel","shake","push"
"leg","step","sprint","rush","limp"
"arm","polish","fold","chop","stab"
"leg","skip","squat","stroll","bounce"
