"type","word1","word2","word3","word4"
"leg","bounce","leap","run","pedal"
"arm","polish","whip","chop","peel"
"leg","wander","stroll","tiptoe","trek"
"leg","slide","hike","limp","slip"
"leg","strut","squat","cycle","stand"
"arm","punch","shake","carve","poke"
"leg","kick","step","trip","march"
"leg","trample","skate","walk","hop"
"arm","grip","wrap","grab","fold"
"arm","scrape","sign","slap","bind"
"arm","rub","catch","dig","pinch"
"leg","jump","skip","jog","sneak"
"arm","wipe","push","throw","hug"
"arm","pluck","pat","dunk","pull"
"arm","scoop","gesture","knock","scrub"
"leg","glide","stumble","tramp","stride"
"leg","kneel","stomp","dance","flee"
"leg","sprint","rush","stray","wade"
"arm","clap","snatch","scratch","stab"
"arm","clean","brush","squeeze","click"
