"type","word1","word2","word3","word4"
"arm","dig","grab","pull","stab"
"leg","trample","jog","kneel","run"
"arm","bind","punch","peel","slap"
"leg","slide","rush","skate","dance"
"arm","throw","scrape","polish","push"
"arm","grip","pinch","pluck","carve"
"leg","stumble","leap","march","sneak"
"leg","pedal","stomp","wander","trip"
"leg","stray","hop","trek","tramp"
"arm","sign","squeeze","scrub","clean"
"leg","tiptoe","stride","squat","slip"
"arm","scoop","whip","snatch","chop"
"leg","limp","wade","skip","step"
"arm","clap","catch","fold","wipe"
"arm","knock","gesture","pat","shake"
"leg","walk","flee","sprint","cycle"
"arm","click","dunk","scratch","poke"
"leg","kick","glide","strut","jump"
"leg","hike","stroll","bounce","stand"
"arm","wrap","brush","hug","rub"
