"type","word1","word2","word3","word4"
"arm","clap","catch","stab","shake"
"arm","click","pinch","dig","chop"
"leg","cycle","trip","march","jog"
"arm","sign","polish","fold","poke"
"arm","peel","pull","punch","scoop"
"leg","wade","skip","sprint","sneak"
"leg","glide","pedal","stride","jump"
"arm","whip","clean","slap","push"
"leg","bounce","trample","tramp","walk"
"leg","leap","limp","flee","stray"
"arm","scrape","scrub","throw","brush"
"leg","hop","rush","hike","stroll"
"arm","snatch","grip","gesture","squeeze"
"arm","bind","knock","scratch","pluck"
"leg","step","stumble","strut","kneel"
"arm","wrap","wipe","grab","carve"
"arm","hug","dunk","pat","rub"
"leg","stomp","squat","stand","kick"
"leg","slip","skate","run","wander"
"leg","tiptoe","dance","trek","slide"
