"type","word1","word2","word3","word4"
"leg","pedal","strut","dance","slip"
"arm","whip","grab","punch","catch"
"arm","scoop","shake","click","polish"
"arm","clean","push","peel","scrub"
"leg","hop","walk","leap","stroll"
"leg","stumble","sprint","march","slide"
"arm","dunk","pull","scrape","bind"
"leg","trek","jog","step","limp"
"arm","gesture","poke","clap","carve"
"leg","jump","trample","wander","kick"
"arm","throw","snatch","brush","rub"
"leg","stand","stomp","stray","glide"
"leg","flee","trip","tramp","stride"
"arm","pluck","wrap","slap","squeeze"
"arm","sign","fold","hug","scratch"
"arm","dig","wipe","chop","grip"
"leg","bounce","rush","skip","kneel"
"leg","run","squat","hike","tiptoe"
"leg","skate","wade","cycle","sneak"
"arm","stab","knock","pinch","pat"
