"type","word1","word2","word3","word4"
"arm","sign","scrub","whip","shake"
"leg","skip","stride","pedal","bounce"
"leg","squat","jog","strut","stand"
"leg","trip","step","rush","march"
"arm","stab","punch","pinch","brush"
"arm","peel","clean","wrap","clap"
"arm","snatch","wipe","dunk","click"
"leg","hike","kneel","dance","run"
"arm","gesture","hug","push","grab"
"leg","sneak","slip","leap","trek"
"arm","pluck","scratch","grip","rub"
"leg","kick","tiptoe","wander","stroll"
"leg","stray","stumble","flee","jump"
"arm","pat","bind","pull","slap"
"leg","skate","stomp","slide","sprint"
"leg","limp","cycle","hop","trample"
"arm","fold","throw","carve","catch"
"leg","tramp","walk","wade","glide"
"arm","knock","chop","scrape","squeeze"
"arm","dig","scoop","polish","poke"
