"type","word1","word2","word3","word4"
"arm","pull","stab","grab","grip"
"leg","rush","slide","strut","pedal"
"leg","trip","run","sneak","leap"
"arm","sign","squeeze","shake","clean"
"leg","flee","skip","trek","march"
"arm","poke","wrap","chop","rub"
"arm","wipe","pinch","dig","scrub"
"leg","bounce","slip","stumble","squat"
"leg","skate","stand","stray","kneel"
"leg","cycle","hop","wade","stomp"
"arm","hug","push","brush","fold"
"leg","stroll","walk","step","limp"
"leg","trample","hike","stride","sprint"
"arm","gesture","throw","carve","peel"
"arm","punch","whip","pluck","click"
"leg","tramp","wander","jog","kick"
"arm","scratch","bind","polish","slap"
"leg","glide","tiptoe","dance","jump"
"arm","knock","scoop","catch","scrape"
"arm","snatch","dunk","pat","clap"
