"type","word1","word2","word3","word4"
"leg","flee","jump","stride","run"
"leg","tramp","kick","wade","bounce"
"arm","pull","bind","snatch","wipe"
"arm","stab","punch","pluck","scoop"
"arm","pinch","polish","sign","clean"
"leg","strut","trample","squat","stray"
"leg","slide","wander","cycle","slip"
"leg","glide","step","kneel","dance"
"arm","peel","brush","scratch","rub"
"leg","walk","jog","stomp","tiptoe"
"arm","whip","hug","dunk","dig"
"arm","click","wrap","grip","clap"
"leg","leap","stand","skate","pedal"
"arm","scrub","fold","squeeze","slap"
"arm","carve","catch","grab","knock"
"arm","push","throw","scrape","poke"
"leg","hike","rush","skip","trek"
"leg","sprint","stumble","march","hop"
"leg","sneak","limp","stroll","trip"
"arm","chop","pat","shake","gesture"
