"type","word1","word2","word3","word4"
"arm","dig","click","knock","catch"
"arm","whip","dunk","punch","snatch"
"arm","carve","scrub","throw","clean"
"leg","squat","walk","skate","slide"
"arm","scratch","clap","pull","sign"
"arm","grip","scrape","stab","wrap"
"leg","step","limp","trample","jog"
"arm","chop","pluck","gesture","wipe"
"leg","hop","strut","stand","sneak"
"arm","squeeze","push","rub","pat"
"leg","rush","sprint","dance","leap"
"leg","trip","pedal","stride","march"
"leg","run","trek","stray","flee"
"arm","fold","polish","scoop","grab"
"leg","stroll","kneel","stomp","glide"
"arm","poke","shake","peel","bind"
"leg","wade","cycle","hike","tiptoe"
"arm","pinch","hug","slap","brush"
"leg","jump","bounce","stumble","tramp"
"leg","wander","kick","skip","slip"
