"type","word1","word2","word3","word4"
"leg","leap","jump","slide","trip"
"leg","flee","strut","dance","wade"
"arm","pluck","punch","scrape","gesture"
"leg","skate","stumble","jog","walk"
"arm","clean","whip","rub","dunk"
"arm","pull","sign","fold","knock"
"leg","squat","glide","cycle","stroll"
"arm","scrub","chop","polish","dig"
"arm","peel","poke","pinch","snatch"
"leg","march","run","wander","bounce"
"leg","slip","stray","stand","tramp"
"arm","click","scratch","slap","grip"
"arm","stab","scoop","push","hug"
"arm","squeeze","wrap","bind","carve"
"leg","stomp","step","sprint","skip"
"arm","pat","brush","shake","wipe"
"arm","catch","clap","grab","throw"
"leg","hop","limp","hike","tiptoe"
"leg","pedal","sneak","stride","trek"
"leg","trample","kneel","kick","rush"
