"type","word1","word2","word3","word4"
"leg","hop","slither","slip","stray"
"arm","tug","fold","wash","grasp"
"arm","chop","stir","stab","grip"
"leg","strut","mount","sway","wade"
"leg","wobble","stride","pace","run"
"leg","roll","trot","climb","tiptoe"
"arm","pat","claw","bash","squeeze"
"arm","punch","bind","throw","lift"
"leg","wander","creep","stroll","leap"
"leg","tread","kick","crawl","kneel"
"arm","click","dig","switch","scrub"
"arm","peel","file","twine","skim"
"leg","step","flit","stumble","skip"
"leg","dance","sneak","march","inch"
"arm","clean","hack","grate","whip"
"leg","stagger","stamp","walk","roam"
"arm","wipe","shake","nip","dunk"
"leg","glide","trudge","scuff","limp"
"leg","rush","stomp","traipse","sprint"
"arm","clap","catch","pull","grab"
"arm","seize","wrap","slap","scratch"
"arm","polish","knock","poke","brush"
"leg","skate","jump","trek","plod"
"arm","scoop","rub","push","carve"
"leg","bounce","trip","slide","ramble"
"leg","flee","prance","jog","hike"
"arm","scrape","snatch","braid","pinch"
"arm","cut","delve","toss","clutch"
