"type","word1","word2","word3","word4"
"arm","punch","whip","polish","stir"
"leg","hike","leap","tread","mount"
"arm","knock","stab","wrap","nip"
"arm","pat","snatch","clap","skim"
"leg","sprint","hop","kneel","climb"
"arm","chop","lift","push","clutch"
"arm","twine","grab","slap","hack"
"leg","wobble","ramble","pace","scuff"
"leg","march","wade","bounce","walk"
"arm","braid","fold","scoop","switch"
"leg","limp","flit","stagger","roam"
"leg","inch","crawl","slide","stomp"
"leg","prance","sneak","stamp","creep"
"arm","cut","wash","carve","seize"
"arm","file","brush","tug","delve"
"leg","stray","skip","plod","trek"
"leg","sway","trip","glide","trudge"
"arm","pinch","scrub","dunk","dig"
"leg","wander","traipse","rush","skate"
"arm","scratch","grasp","wipe","scrape"
"arm","squeeze","poke","pull","grip"
"leg","trot","kick","roll","jump"
"leg","slip","stroll","step","jog"
"arm","shake","toss","catch","throw"
"arm","peel","grate","claw","bash"
"leg","strut","run","slither","dance"
"leg","tiptoe","flee","stride","stumble"
"arm","clean","rub","bind","click"
