"type","word1","word2","word3","word4"
"leg","slither","walk","kneel","leap"
"leg","dance","run","stray","kick"
"arm","file","switch","hack","lift"
"leg","flit","step","trudge","roam"
"arm","stir","wrap","grate","throw"
"arm","push","pat","punch","toss"
"leg","slide","roll","jump","creep"
"arm","knock","scratch","tug","polish"
"arm","poke","brush","scoop","squeeze"
"leg","hop","stagger","hike","sway"
"leg","jog","tiptoe","inch","sprint"
"leg","wander","wade","stumble","sneak"
"arm","clap","grab","braid","wash"
"arm","grasp","stab","claw","click"
"arm","catch","fold","scrub","grip"
"leg","traipse","stamp","trot","scuff"
"arm","pinch","bind","twine","peel"
"arm","bash","wipe","rub","dunk"
"arm","shake","clutch","slap","delve"
"leg","stroll","climb","trip","march"
"leg","limp","stride","tread","glide"
"arm","dig","clean","pull","cut"
"leg","wobble","rush","ramble","skip"
"leg","prance","crawl","stomp","plod"
"arm","chop","carve","whip","snatch"
"leg","bounce","strut","skate","slip"
"leg","mount","trek","flee","pace"
"arm","scrape","skim","nip","seize"
