"type","word1","word2","word3","word4"
"arm","cut","polish","wipe","pinch"
"arm","poke","bind","chop","knock"
"leg","dance","ramble","prance","crawl"
"leg","hike","roll","sneak","climb"
"arm","toss","scrub","wash","clutch"
"arm","grab","lift","scrape","skim"
"leg","stagger","skip","inch","creep"
"leg","traipse","hop","wade","pace"
"arm","rub","whip","squeeze","delve"
"arm","twine","snatch","scratch","grate"
"leg","step","sprint","tread","march"
"arm","tug","slap","seize","nip"
"arm","throw","pull","scoop","claw"
"leg","tiptoe","stroll","glide","sway"
"leg","stray","plod","trip","leap"
"leg","limp","stomp","stride","walk"
"arm","brush","punch","pat","stab"
"leg","scuff","trudge","run","kick"
"arm","catch","clap","grip","dunk"
"leg","flee","strut","bounce","roam"
"arm","push","file","wrap","grasp"
"leg","trot","wander","trek","slip"
"leg","skate","stumble","slide","flit"
"arm","clean","dig","carve","click"
"arm","shake","braid","bash","stir"
"leg","stamp","slither","kneel","wobble"
"leg","jog","mount","rush","jump"
"arm","switch","peel","hack","fold"
