"type","word1","word2","word3","word4"
"leg","crawl","hop","creep","flee"
"arm","skim","nip","polish","grab"
"arm","grasp","fold","bash","pat"
"leg","ramble","climb","traipse","wade"
"leg","leap","pace","stamp","tread"
"leg","kneel","stagger","kick","stumble"
"arm","catch","rub","toss","slap"
"leg","wander","jog","stomp","trot"
"leg","trudge","rush","jump","limp"
"arm","dig","stir","wipe","push"
"leg","bounce","inch","scuff","sway"
"leg","plod","trip","tiptoe","trek"
"arm","scoop","shake","tug","chop"
"leg","prance","strut","walk","dance"
"arm","hack","claw","punch","pinch"
"arm","squeeze","throw","brush","seize"
"leg","slither","skate","step","glide"
"arm","pull","grip","braid","cut"
"arm","knock","scrape","clean","poke"
"leg","sprint","slip","run","stride"
"leg","march","roam","roll","flit"
"arm","file","stab","wrap","grate"
"leg","stroll","wobble","skip","mount"
"arm","snatch","dunk","switch","whip"
"arm","wash","carve","lift","clutch"
"leg","hike","slide","sneak","stray"
"arm","scratch","peel","delve","twine"
"arm","scrub","click","clap","bind"
